Price,Close,High,Low,Open,Volume
Ticker,^TWII,^TWII,^TWII,^TWII,^TWII
Date,,,,,
2021-02-25,16452.1796875,16474.05078125,16322.26953125,16376.7998046875,6958100
2021-02-26,15953.7998046875,16190.0400390625,15953.7998046875,16190.0400390625,7625000
2021-03-02,15946.8798828125,16262.91015625,15946.8798828125,16127.8701171875,6314300
2021-03-03,16211.73046875,16211.73046875,15884.5498046875,15992.3203125,5473300
2021-03-04,15906.41015625,16091.75,15840.990234375,16091.75,5822900
2021-03-05,15855.23046875,15934.4296875,15636.4296875,15759.580078125,4705600
2021-03-08,15820.1103515625,16074.9697265625,15816.5,15943.3701171875,4746800
2021-03-09,15853.08984375,15864.259765625,15657.919921875,15715.0703125,5441900
2021-03-10,15911.669921875,15986.0703125,15857.3203125,15921.4501953125,4340600
2021-03-11,16179.5595703125,16216.2197265625,15947.2099609375,15947.2099609375,5113400
2021-03-12,16255.1796875,16298.0302734375,16166.349609375,16241.5498046875,4907000
2021-03-15,16249.330078125,16281.91015625,16194.91015625,16256.580078125,4681700
2021-03-16,16313.16015625,16340.66015625,16244.990234375,16253.9296875,5049000
2021-03-17,16215.8203125,16349.2099609375,16166.349609375,16312.98046875,4911400
2021-03-18,16287.83984375,16410.01953125,16264.6103515625,16264.6103515625,5694800
2021-03-19,16070.240234375,16186.4599609375,16022.169921875,16186.4599609375,6753400
2021-03-22,16189.2197265625,16235.6298828125,15983.76953125,16065.5,7093200
2021-03-23,16177.58984375,16351.3798828125,16166.2900390625,16250.2001953125,7291400
2021-03-24,16032.1201171875,16125.5400390625,15967.9501953125,15994.9599609375,5549900
2021-03-25,16060.1396484375,16146.580078125,15944.9599609375,16010.5400390625,5947800
2021-03-26,16305.8798828125,16325.6201171875,16140.3701171875,16140.3701171875,5404200
2021-03-29,16475.970703125,16520.890625,16411.669921875,16411.669921875,6897800
2021-03-30,16554.900390625,16556.189453125,16438.400390625,16490.310546875,5851100
2021-03-31,16431.130859375,16550.19921875,16427.19921875,16529.23046875,5865500
2021-04-01,16571.279296875,16602.470703125,16496.16015625,16538.279296875,5687600
2021-04-07,16815.359375,16816.33984375,16715.3203125,16771.349609375,6682200
2021-04-08,16926.439453125,16926.720703125,16735.779296875,16786.560546875,7382600
2021-04-09,16854.099609375,17016.130859375,16815.58984375,16974.279296875,8624700
2021-04-12,16859.69921875,16979.349609375,16793.5390625,16908.55078125,9009000
2021-04-13,16824.91015625,17041.369140625,16802.220703125,16872.400390625,10350300
2021-04-14,16865.970703125,16935.390625,16559.5703125,16869.779296875,10140000
2021-04-15,17076.73046875,17076.73046875,16851.060546875,16851.060546875,7006700
2021-04-16,17158.810546875,17158.810546875,16998.91015625,17028.349609375,7912900
2021-04-19,17263.279296875,17294.150390625,17135.51953125,17141.25,10158100
2021-04-20,17323.869140625,17323.869140625,17175.01953125,17231.580078125,9165400
2021-04-21,17202.109375,17282.759765625,17167.390625,17282.759765625,9427000
2021-04-22,17096.970703125,17428.150390625,17066.169921875,17302.73046875,14999500
2021-04-23,17300.26953125,17300.26953125,17055.48046875,17117.490234375,9329900
2021-04-26,17572.2890625,17572.2890625,17378.359375,17378.359375,9298000
2021-04-27,17595.900390625,17630.189453125,17489.7109375,17586.01953125,9687900
2021-04-28,17567.529296875,17628.810546875,17497.740234375,17610.720703125,10510700
2021-04-29,17566.66015625,17709.23046875,17548.30078125,17646.9296875,10991600
2021-05-03,17222.349609375,17546.939453125,17222.349609375,17505.51953125,11037100
2021-05-04,16933.779296875,17328.55078125,16647.609375,17249.560546875,12968600
2021-05-05,16843.439453125,17052.19921875,16843.439453125,16968.75,8435500
2021-05-06,16994.359375,17088.73046875,16764.7109375,16925.51953125,9028200
2021-05-07,17285.0,17285.0,17032.23046875,17032.23046875,8356000
2021-05-10,17235.609375,17304.470703125,17188.150390625,17274.23046875,9059300
2021-05-11,16583.130859375,17137.189453125,16460.869140625,17137.189453125,12909700
2021-05-12,15902.3701171875,16552.630859375,15165.26953125,16515.880859375,13913300
2021-05-13,15670.099609375,16031.9296875,15368.5400390625,15668.330078125,10615100
2021-05-14,15827.08984375,16075.48046875,15702.099609375,15819.240234375,9406800
2021-05-17,15353.8896484375,15719.740234375,15159.8603515625,15554.990234375,9443500
2021-05-18,16145.98046875,16153.76953125,15564.9599609375,15564.9599609375,7546900
2021-05-19,16132.66015625,16273.98046875,16009.759765625,16112.2099609375,8707800
2021-05-20,16042.3603515625,16154.080078125,15943.4501953125,16122.51953125,8178100
2021-05-21,16302.0595703125,16431.140625,16136.8603515625,16136.8603515625,7531400
2021-05-24,16338.2900390625,16397.58984375,16136.9697265625,16246.51953125,7333500
2021-05-25,16595.669921875,16657.599609375,16444.75,16444.75,9038500
2021-05-26,16643.689453125,16706.2890625,16523.23046875,16645.169921875,6816100
2021-05-27,16601.609375,16601.609375,16419.419921875,16591.69921875,8532000
2021-05-28,16870.859375,16889.009765625,16690.0390625,16690.0390625,8549300
2021-05-31,17068.4296875,17113.330078125,16939.91015625,16948.470703125,9490500
2021-06-01,17162.380859375,17184.30078125,17060.44921875,17098.490234375,7821200
2021-06-02,17165.0390625,17274.66015625,17056.419921875,17192.91015625,9368700
2021-06-03,17246.16015625,17311.279296875,17198.890625,17201.30078125,8355400
2021-06-04,17147.41015625,17225.060546875,17084.490234375,17225.060546875,8595000
2021-06-07,17083.91015625,17189.23046875,16775.849609375,17176.08984375,8683700
2021-06-08,17076.2109375,17181.51953125,17056.529296875,17094.33984375,5658700
2021-06-09,16966.220703125,17082.51953125,16907.4296875,17082.51953125,6310000
2021-06-10,17159.220703125,17159.220703125,16978.009765625,17024.5390625,6582700
2021-06-11,17213.51953125,17278.55078125,17193.609375,17200.44921875,6154800
2021-06-15,17371.2890625,17371.2890625,17279.69921875,17279.69921875,6317500
2021-06-16,17307.859375,17398.220703125,17275.01953125,17357.369140625,7962000
2021-06-17,17390.609375,17390.609375,17150.51953125,17254.83984375,6398800
2021-06-18,17318.5390625,17417.5,17318.5390625,17384.740234375,7976600
2021-06-21,17062.98046875,17305.490234375,17023.310546875,17305.490234375,7503200
2021-06-22,17075.55078125,17270.470703125,17075.55078125,17162.7109375,8917000
2021-06-23,17336.7109375,17375.7890625,17127.58984375,17127.58984375,8083500
2021-06-24,17407.9609375,17439.630859375,17319.890625,17358.5703125,6453900
2021-06-25,17502.990234375,17597.330078125,17471.0703125,17471.0703125,6766700
2021-06-28,17590.970703125,17595.509765625,17481.23046875,17531.8203125,7091900
2021-06-29,17598.189453125,17713.240234375,17541.140625,17621.150390625,8437900
2021-06-30,17755.4609375,17797.26953125,17648.25,17648.25,7979400
2021-07-01,17713.939453125,17863.900390625,17644.359375,17801.189453125,9647200
2021-07-02,17710.150390625,17795.880859375,17676.98046875,17745.689453125,8973200
2021-07-05,17919.330078125,17945.51953125,17783.80078125,17783.80078125,7425200
2021-07-06,17913.0703125,18008.369140625,17895.779296875,17929.220703125,6634400
2021-07-07,17850.689453125,17933.619140625,17756.8203125,17901.25,6893400
2021-07-08,17866.08984375,17935.109375,17742.080078125,17880.900390625,8078500
2021-07-09,17661.48046875,17778.119140625,17597.4609375,17778.119140625,6565500
2021-07-12,17814.330078125,17947.900390625,17759.900390625,17843.30078125,6898800
2021-07-13,17847.51953125,18018.0390625,17786.759765625,17931.470703125,8913100
2021-07-14,17845.75,17940.859375,17716.439453125,17892.509765625,7380100
2021-07-15,18034.189453125,18034.189453125,17878.779296875,17878.779296875,5697300
2021-07-16,17895.25,17926.380859375,17779.609375,17839.580078125,6709700
2021-07-19,17789.25,17854.349609375,17708.150390625,17854.349609375,5948000
2021-07-20,17528.740234375,17724.919921875,17500.689453125,17724.919921875,6263700
2021-07-21,17458.7890625,17707.560546875,17352.240234375,17593.599609375,7703300
2021-07-22,17572.330078125,17667.380859375,17482.810546875,17482.810546875,6900500
2021-07-23,17572.919921875,17672.599609375,17511.859375,17603.94921875,6686500
2021-07-26,17403.560546875,17637.359375,17403.560546875,17554.9296875,5927200
2021-07-27,17269.869140625,17459.349609375,17264.5,17394.76953125,6079500
2021-07-28,17135.220703125,17252.869140625,16893.69921875,17252.869140625,6728900
2021-07-29,17402.810546875,17402.810546875,17190.48046875,17216.580078125,5660700
2021-07-30,17247.41015625,17429.009765625,17237.669921875,17414.76953125,6577000
2021-08-02,17503.279296875,17503.279296875,17231.220703125,17256.609375,5186900
2021-08-03,17553.759765625,17553.759765625,17456.19921875,17489.119140625,4533200
2021-08-04,17623.890625,17636.109375,17557.1796875,17588.640625,5817500
2021-08-05,17603.119140625,17643.970703125,17566.720703125,17624.8203125,6348300
2021-08-06,17526.279296875,17593.849609375,17469.6796875,17593.849609375,5686300
2021-08-09,17485.150390625,17510.08984375,17350.150390625,17505.009765625,5189400
2021-08-10,17323.640625,17524.91015625,17305.060546875,17492.44921875,4788400
2021-08-11,17227.1796875,17327.19921875,17090.25,17308.619140625,5654700
2021-08-12,17219.939453125,17233.109375,17139.2109375,17221.349609375,4227200
2021-08-13,16982.109375,17216.33984375,16978.109375,17216.33984375,5206300
2021-08-16,16858.76953125,16983.58984375,16773.5703125,16941.330078125,4958100
2021-08-17,16661.359375,16870.55078125,16657.630859375,16841.619140625,4136900
2021-08-18,16826.26953125,16826.26953125,16418.5390625,16630.990234375,5284900
2021-08-19,16375.400390625,16777.779296875,16375.400390625,16777.779296875,5329700
2021-08-20,16341.9404296875,16507.109375,16248.080078125,16426.98046875,4562600
2021-08-23,16741.83984375,16785.2890625,16459.130859375,16459.130859375,4379900
2021-08-24,16818.73046875,16904.30078125,16779.900390625,16830.630859375,5515800
2021-08-25,17045.859375,17045.859375,16821.080078125,16821.080078125,4501500
2021-08-26,17066.9609375,17201.419921875,16984.689453125,17177.390625,4595100
2021-08-27,17209.9296875,17229.890625,17000.259765625,17061.099609375,4252800
2021-08-30,17396.51953125,17396.51953125,17244.619140625,17244.619140625,3860100
2021-08-31,17490.2890625,17490.2890625,17207.5703125,17384.609375,4900300
2021-09-01,17473.990234375,17503.9296875,17415.51953125,17463.80078125,4520700
2021-09-02,17319.759765625,17523.16015625,17319.759765625,17455.919921875,4558000
2021-09-03,17516.919921875,17540.779296875,17380.51953125,17380.51953125,4494700
2021-09-06,17495.30078125,17633.669921875,17461.0703125,17534.05078125,5068400
2021-09-07,17428.869140625,17559.2109375,17388.369140625,17534.380859375,4347400
2021-09-08,17270.490234375,17447.580078125,17167.080078125,17411.529296875,4088600
2021-09-09,17304.330078125,17319.08984375,17122.94921875,17175.0390625,3138500
2021-09-10,17474.5703125,17474.5703125,17270.279296875,17270.279296875,3450400
2021-09-13,17446.310546875,17482.5703125,17387.5703125,17452.16015625,3675300
2021-09-14,17434.900390625,17529.470703125,17424.5390625,17463.779296875,3725300
2021-09-15,17354.0,17439.75,17316.51953125,17434.01953125,3839700
2021-09-16,17278.69921875,17411.369140625,17254.099609375,17332.33984375,3781900
2021-09-17,17276.7890625,17408.7109375,17235.44921875,17279.2890625,4564600
2021-09-22,16925.8203125,17196.7890625,16838.580078125,17196.7890625,4648700
2021-09-23,17078.220703125,17145.25,16998.0703125,16998.0703125,3706500
2021-09-24,17260.189453125,17273.58984375,17130.740234375,17130.740234375,3963900
2021-09-27,17313.76953125,17335.990234375,17235.6796875,17278.109375,4368100
2021-09-28,17181.439453125,17286.890625,17113.470703125,17286.890625,3676400
2021-09-29,16855.4609375,17127.859375,16801.779296875,17127.859375,4613200
2021-09-30,16934.76953125,16994.2109375,16767.19921875,16886.5703125,4145900
2021-10-01,16570.890625,16883.0,16503.740234375,16883.0,5034000
2021-10-04,16408.349609375,16680.2890625,16380.0595703125,16600.51953125,4455400
2021-10-05,16460.75,16460.75,16162.169921875,16362.26953125,4344700
2021-10-06,16393.16015625,16568.2109375,16303.6298828125,16488.2109375,3980200
2021-10-07,16713.859375,16731.580078125,16465.5703125,16465.5703125,3979100
2021-10-08,16640.4296875,16771.7109375,16605.490234375,16742.349609375,3630500
2021-10-12,16462.83984375,16589.720703125,16349.490234375,16589.720703125,3840700
2021-10-13,16347.990234375,16543.330078125,16328.4697265625,16480.98046875,3780500
2021-10-14,16387.279296875,16519.9609375,16347.8798828125,16392.509765625,3823900
2021-10-15,16781.189453125,16781.189453125,16426.759765625,16426.759765625,3616300
2021-10-18,16705.4609375,16862.029296875,16695.890625,16816.939453125,4145800
2021-10-19,16900.669921875,16916.720703125,16772.150390625,16791.119140625,3873500
2021-10-20,16887.8203125,16973.859375,16855.810546875,16936.19921875,3633300
2021-10-21,16889.509765625,17026.890625,16873.990234375,16904.4609375,4307800
2021-10-22,16888.740234375,16932.890625,16800.490234375,16900.3203125,3796200
2021-10-25,16894.240234375,16930.98046875,16784.109375,16879.33984375,3360900
2021-10-26,17034.33984375,17067.150390625,16909.3203125,16909.3203125,3828200
2021-10-27,17074.55078125,17079.599609375,16973.16015625,17037.369140625,3536400
2021-10-28,17041.630859375,17104.859375,16994.369140625,17081.169921875,4615900
2021-10-29,16987.41015625,17073.970703125,16920.6796875,17058.0390625,4554900
2021-11-01,17068.240234375,17119.4296875,17021.76953125,17021.76953125,4505300
2021-11-02,17065.970703125,17237.08984375,17026.630859375,17094.419921875,5366000
2021-11-03,17122.16015625,17153.759765625,17080.509765625,17087.890625,4649400
2021-11-04,17078.859375,17219.650390625,17061.4609375,17158.279296875,4495000
2021-11-05,17296.900390625,17296.900390625,17097.16015625,17097.16015625,4755100
2021-11-08,17415.30078125,17415.30078125,17279.4609375,17323.390625,5609900
2021-11-09,17541.359375,17581.51953125,17433.099609375,17433.099609375,5480400
2021-11-10,17559.650390625,17575.439453125,17489.869140625,17549.08984375,5804300
2021-11-11,17452.51953125,17527.1796875,17403.48046875,17527.1796875,6146900
2021-11-12,17518.130859375,17602.05078125,17479.55078125,17479.55078125,5532600
2021-11-15,17634.470703125,17683.189453125,17560.51953125,17560.51953125,5366800
2021-11-16,17693.130859375,17708.099609375,17629.80078125,17639.9609375,6220100
2021-11-17,17764.0390625,17764.0390625,17669.580078125,17705.2890625,6399300
2021-11-18,17841.369140625,17841.369140625,17748.2109375,17767.060546875,6803100
2021-11-19,17818.310546875,17986.1796875,17786.05078125,17864.189453125,6246900
2021-11-22,17803.5390625,17857.73046875,17790.640625,17828.529296875,4908200
2021-11-23,17666.119140625,17797.900390625,17650.0703125,17797.900390625,5002100
2021-11-24,17642.51953125,17722.890625,17588.779296875,17680.16015625,4917100
2021-11-25,17654.189453125,17724.5,17609.509765625,17686.119140625,4708400
2021-11-26,17369.390625,17641.7890625,17330.439453125,17641.7890625,5676100
2021-11-29,17328.08984375,17415.630859375,17167.240234375,17320.009765625,4887500
2021-11-30,17427.759765625,17535.23046875,17369.7890625,17369.7890625,6132900
2021-12-01,17585.990234375,17626.2109375,17374.58984375,17428.609375,4219800
2021-12-02,17724.880859375,17741.55078125,17559.439453125,17575.91015625,4988600
2021-12-03,17697.140625,17781.140625,17670.3203125,17720.9296875,4400000
2021-12-06,17688.2109375,17763.419921875,17585.94921875,17650.669921875,3850100
2021-12-07,17796.919921875,17796.919921875,17642.3203125,17734.189453125,5417700
2021-12-08,17832.419921875,17988.880859375,17832.419921875,17845.060546875,5272600
2021-12-09,17914.119140625,17925.119140625,17807.119140625,17880.41015625,5266100
2021-12-10,17826.259765625,17893.2890625,17767.80078125,17893.2890625,4629000
2021-12-13,17767.599609375,17919.349609375,17767.599609375,17841.029296875,4799000
2021-12-14,17599.369140625,17754.380859375,17566.990234375,17754.380859375,4871000
2021-12-15,17660.099609375,17678.779296875,17556.869140625,17592.869140625,3773800
2021-12-16,17785.740234375,17814.3203125,17719.060546875,17719.060546875,4322400
2021-12-17,17812.58984375,17822.740234375,17718.26953125,17744.5390625,5154400
2021-12-20,17669.109375,17812.810546875,17646.390625,17812.810546875,3798200
2021-12-21,17789.26953125,17825.890625,17652.3203125,17686.83984375,3555900
2021-12-22,17826.830078125,17870.16015625,17799.720703125,17805.740234375,3538900
2021-12-23,17946.66015625,17960.990234375,17855.779296875,17855.779296875,3851000
2021-12-24,17961.640625,18039.849609375,17953.5703125,17966.349609375,3834800
2021-12-27,18048.939453125,18099.779296875,17975.41015625,17975.41015625,3701200
2021-12-28,18196.810546875,18197.359375,18099.7109375,18099.7109375,3899900
2021-12-29,18248.279296875,18283.25,18192.859375,18209.140625,3983900
2021-12-30,18218.83984375,18291.25,18216.44921875,18270.0,4082900
2022-01-03,18270.509765625,18379.689453125,18238.470703125,18260.23046875,4309600
2022-01-04,18526.349609375,18526.349609375,18395.140625,18395.140625,4231400
2022-01-05,18499.9609375,18619.609375,18446.51953125,18598.130859375,4261600
2022-01-06,18367.919921875,18427.150390625,18253.8203125,18395.720703125,3411400
2022-01-07,18169.759765625,18444.119140625,18134.41015625,18388.16015625,4727900
2022-01-10,18239.380859375,18243.259765625,18043.970703125,18095.390625,3440300
2022-01-11,18288.2109375,18293.529296875,18135.4296875,18266.5390625,4694000
2022-01-12,18375.400390625,18394.69921875,18255.380859375,18348.390625,4196200
2022-01-13,18436.9296875,18459.73046875,18346.810546875,18356.2109375,4599500
2022-01-14,18403.330078125,18509.0,18213.439453125,18509.0,4559700
2022-01-17,18525.439453125,18535.419921875,18435.01953125,18512.150390625,3172100
2022-01-18,18378.640625,18575.41015625,18378.640625,18492.810546875,3163500
2022-01-19,18227.4609375,18359.140625,18199.349609375,18275.1796875,3422100
2022-01-20,18218.279296875,18292.140625,18125.19921875,18212.259765625,3209300
2022-01-21,17899.30078125,18113.939453125,17851.390625,18113.939453125,4160500
2022-01-24,17989.0390625,18004.44921875,17682.330078125,17843.330078125,3586500
2022-01-25,17701.119140625,17890.7109375,17645.66015625,17890.7109375,3506500
2022-01-26,17674.400390625,17776.419921875,17633.029296875,17657.970703125,2897700
2022-02-07,17900.30078125,17900.30078125,17712.349609375,17750.69921875,0
2022-02-08,17966.560546875,18063.55078125,17955.94921875,17955.94921875,4040800
2022-02-09,18151.759765625,18168.599609375,18039.23046875,18060.330078125,3901200
2022-02-10,18338.05078125,18338.05078125,18145.0390625,18217.2890625,3618700
2022-02-11,18310.939453125,18310.939453125,18191.75,18258.810546875,3541200
2022-02-14,17997.669921875,18182.73046875,17965.220703125,18182.73046875,3594200
2022-02-15,17951.810546875,18085.91015625,17942.6796875,17978.439453125,3611800
2022-02-16,18231.470703125,18233.7890625,18109.169921875,18109.169921875,3822800
2022-02-17,18268.5703125,18330.630859375,18190.240234375,18213.30078125,5115800
2022-02-18,18232.349609375,18262.9609375,18098.51953125,18250.369140625,4870600
2022-02-21,18221.490234375,18253.099609375,18129.650390625,18196.400390625,4487800
2022-02-22,17969.2890625,18159.509765625,17840.380859375,18159.509765625,5056200
2022-02-23,18055.73046875,18109.279296875,17954.75,17954.75,3709000
2022-02-24,17594.55078125,17939.529296875,17561.0703125,17939.529296875,6003200
2022-02-25,17652.1796875,17737.3203125,17554.970703125,17617.359375,5029500
2022-03-01,17898.25,17944.5,17657.5,17657.5,4576900
2022-03-02,17867.599609375,17918.98046875,17784.640625,17864.109375,4013600
2022-03-03,17934.400390625,18026.029296875,17906.240234375,17932.150390625,4006800
2022-03-04,17736.51953125,17845.009765625,17710.5390625,17845.009765625,4422400
2022-03-07,17178.689453125,17581.5703125,17135.6796875,17581.5703125,5833800
2022-03-08,16825.25,17113.669921875,16764.779296875,17000.0,5875900
2022-03-09,17015.359375,17072.740234375,16944.080078125,16944.080078125,3963600
2022-03-10,17433.19921875,17478.4296875,17224.73046875,17224.73046875,4493300
2022-03-11,17264.740234375,17373.900390625,17239.900390625,17373.8203125,3114900
2022-03-14,17263.0390625,17363.0390625,17217.580078125,17287.900390625,3432300
2022-03-15,16926.060546875,17177.26953125,16911.94921875,17177.26953125,4138100
2022-03-16,16940.830078125,17085.76953125,16808.4296875,17007.580078125,4846600
2022-03-17,17448.220703125,17472.94921875,17172.810546875,17172.810546875,5028900
2022-03-18,17456.51953125,17472.380859375,17359.5,17439.91015625,4984000
2022-03-21,17560.359375,17603.990234375,17503.94921875,17503.94921875,3703600
2022-03-22,17559.7109375,17573.2890625,17468.55078125,17512.41015625,3448800
2022-03-23,17731.369140625,17738.689453125,17581.619140625,17581.619140625,3950500
2022-03-24,17699.060546875,17711.169921875,17603.220703125,17711.169921875,3883600
2022-03-25,17676.94921875,17747.130859375,17633.859375,17695.80078125,3872300
2022-03-28,17520.009765625,17527.150390625,17368.66015625,17510.150390625,3202100
2022-03-29,17548.66015625,17585.91015625,17493.009765625,17568.3203125,3429900
2022-03-30,17740.560546875,17770.0703125,17572.900390625,17572.900390625,3739000
2022-03-31,17693.470703125,17767.810546875,17682.529296875,17754.099609375,3422500
2022-04-01,17625.58984375,17657.759765625,17465.609375,17657.759765625,3396600
2022-04-06,17522.5,17528.990234375,17381.0703125,17484.189453125,4241200
2022-04-07,17178.630859375,17438.599609375,17178.630859375,17430.130859375,4863100
2022-04-08,17284.5390625,17316.689453125,17210.400390625,17210.400390625,3538700
2022-04-11,17048.369140625,17316.349609375,17046.669921875,17273.05078125,4584600
2022-04-12,16990.91015625,17100.849609375,16905.130859375,17005.83984375,4100800
2022-04-13,17301.650390625,17333.2109375,17080.400390625,17080.400390625,4058700
2022-04-14,17245.650390625,17374.140625,17245.650390625,17353.25,4429600
2022-04-15,17004.1796875,17141.330078125,17004.1796875,17139.33984375,4078400
2022-04-18,16898.869140625,16999.359375,16845.509765625,16958.66015625,4020900
2022-04-19,16993.400390625,17106.259765625,16926.33984375,16926.33984375,3514900
2022-04-20,17148.880859375,17148.880859375,16983.55078125,17057.130859375,4801300
2022-04-21,17127.94921875,17213.66015625,17106.369140625,17159.880859375,3952000
2022-04-22,17025.08984375,17088.759765625,16923.869140625,17088.759765625,4322500
2022-04-25,16620.900390625,16912.30078125,16579.890625,16912.30078125,4528800
2022-04-26,16644.7890625,16729.470703125,16582.109375,16677.83984375,3941900
2022-04-27,16303.349609375,16427.3203125,16219.41015625,16427.3203125,4261400
2022-04-28,16419.380859375,16455.5703125,16256.8798828125,16350.7197265625,3635500
2022-04-29,16592.1796875,16663.66015625,16521.939453125,16599.83984375,3416300
2022-05-03,16498.900390625,16604.869140625,16465.990234375,16593.2109375,2457700
2022-05-04,16565.830078125,16617.060546875,16514.30078125,16531.369140625,2630000
2022-05-05,16696.119140625,16783.779296875,16650.810546875,16689.98046875,3215900
2022-05-06,16408.19921875,16491.109375,16312.169921875,16491.109375,3186200
2022-05-09,16048.919921875,16345.83984375,16048.919921875,16345.83984375,3742000
2022-05-10,16061.7001953125,16071.5,15734.4404296875,15891.400390625,3489400
2022-05-11,16006.25,16081.150390625,15953.26953125,16053.75,2938300
2022-05-12,15616.6796875,15943.6201171875,15616.6796875,15943.6201171875,4040900
2022-05-13,15832.5400390625,15860.6904296875,15687.150390625,15687.150390625,3216400
2022-05-16,15901.0400390625,16032.849609375,15847.4599609375,15943.6904296875,3298100
2022-05-17,16056.08984375,16085.849609375,15915.9296875,15915.9296875,2799500
2022-05-18,16296.8603515625,16316.580078125,16172.7998046875,16174.7802734375,3405600
2022-05-19,16020.3203125,16111.490234375,15892.73046875,16111.490234375,3423100
2022-05-20,16144.849609375,16181.66015625,16058.2001953125,16061.919921875,2836000
2022-05-23,16156.41015625,16249.4501953125,16125.4501953125,16193.919921875,3295600
2022-05-24,15963.6298828125,16219.7998046875,15963.6298828125,16166.5703125,2961400
2022-05-25,16104.0302734375,16169.1796875,15980.900390625,15987.740234375,3107300
2022-05-26,15968.830078125,16179.009765625,15949.6103515625,16128.2099609375,3062100
2022-05-27,16266.2197265625,16266.2197265625,16075.91015625,16075.91015625,2951400
2022-05-30,16610.619140625,16610.619140625,16368.9296875,16368.9296875,3342400
2022-05-31,16807.76953125,16807.76953125,16493.0703125,16561.6796875,5523600
2022-06-01,16675.08984375,16811.0390625,16649.91015625,16718.91015625,3097600
2022-06-02,16552.5703125,16617.259765625,16540.55078125,16605.4609375,2638200
2022-06-06,16605.9609375,16654.119140625,16509.009765625,16570.890625,2873700
2022-06-07,16512.880859375,16593.75,16465.869140625,16593.75,2437900
2022-06-08,16670.509765625,16702.990234375,16538.669921875,16538.669921875,2409700
2022-06-09,16621.33984375,16643.94921875,16557.5390625,16643.94921875,2366400
2022-06-10,16460.119140625,16581.810546875,16403.330078125,16581.810546875,2373300
2022-06-13,16070.98046875,16295.0703125,16055.8896484375,16295.0703125,3106700
2022-06-14,16047.3701171875,16067.7998046875,15869.0595703125,15975.169921875,3086200
2022-06-15,15999.25,16106.75,15981.5595703125,16025.83984375,2967000
2022-06-16,15838.6103515625,16209.25,15838.2900390625,16098.2900390625,3636900
2022-06-17,15641.259765625,15794.16015625,15573.3798828125,15794.16015625,4373500
2022-06-20,15367.580078125,15667.6796875,15367.580078125,15649.2001953125,3998700
2022-06-21,15728.6396484375,15728.6396484375,15427.330078125,15427.330078125,3553500
2022-06-22,15347.75,15687.4599609375,15346.9501953125,15687.4599609375,3950300
2022-06-23,15176.4404296875,15380.2802734375,15102.400390625,15305.509765625,3916600
2022-06-24,15303.3203125,15424.3701171875,15232.33984375,15232.33984375,3081400
2022-06-27,15548.009765625,15656.349609375,15409.080078125,15409.080078125,3120800
2022-06-28,15439.919921875,15533.33984375,15375.650390625,15519.5595703125,3094700
2022-06-29,15240.1298828125,15365.5400390625,15218.0703125,15365.5400390625,3239700
2022-06-30,14825.73046875,15147.76953125,14825.73046875,15146.919921875,3673000
2022-07-01,14343.080078125,14812.1298828125,14336.0302734375,14812.1298828125,4290300
2022-07-04,14217.0595703125,14412.4697265625,14167.099609375,14237.830078125,3244400
2022-07-05,14349.2001953125,14488.7998046875,14100.8896484375,14345.5400390625,3468200
2022-07-06,13985.509765625,14319.3203125,13985.509765625,14289.669921875,3688700
2022-07-07,14336.26953125,14355.150390625,13951.8095703125,14052.1796875,3460100
2022-07-08,14464.5302734375,14552.419921875,14373.83984375,14462.5,3508600
2022-07-11,14340.5302734375,14525.0302734375,14313.9404296875,14478.3095703125,2620100
2022-07-12,13950.6201171875,14235.6298828125,13928.66015625,14235.6298828125,3120000
2022-07-13,14324.6796875,14403.509765625,14194.9404296875,14194.9404296875,3342700
2022-07-14,14438.51953125,14450.4697265625,14159.3896484375,14252.01953125,2947600
2022-07-15,14550.6201171875,14579.73046875,14378.330078125,14483.9599609375,3025600
2022-07-18,14719.6396484375,14719.6396484375,14589.099609375,14589.099609375,3117300
2022-07-19,14694.080078125,14720.1298828125,14598.990234375,14638.4501953125,2964100
2022-07-20,14733.2197265625,14906.9501953125,14694.2001953125,14810.400390625,3539900
2022-07-21,14937.7001953125,14937.7001953125,14716.01953125,14744.169921875,3418100
2022-07-22,14949.3603515625,14996.240234375,14902.3203125,14953.26953125,3674900
2022-07-25,14936.330078125,14968.23046875,14851.3701171875,14902.25,2629600
2022-07-26,14806.7802734375,14912.41015625,14750.7099609375,14912.41015625,2617400
2022-07-27,14921.58984375,14921.58984375,14717.01953125,14791.7099609375,2569700
2022-07-28,14891.900390625,15031.990234375,14849.9404296875,14978.9501953125,2911200
2022-07-29,15000.0703125,15035.26953125,14929.490234375,14950.1796875,3117200
2022-08-01,14981.6904296875,14994.3603515625,14886.8095703125,14982.26953125,2658300
2022-08-02,14747.23046875,14860.9404296875,14663.4599609375,14860.9404296875,3161000
2022-08-03,14777.01953125,14777.01953125,14673.349609375,14757.509765625,2649100
2022-08-04,14702.2001953125,14766.5703125,14545.6904296875,14741.4697265625,2766400
2022-08-05,15036.0400390625,15041.41015625,14802.33984375,14802.33984375,2749400
2022-08-08,15020.41015625,15034.8701171875,14908.169921875,14972.2099609375,2558700
2022-08-09,15050.2802734375,15077.6298828125,14905.23046875,14965.1201171875,2854300
2022-08-10,14939.01953125,14982.330078125,14890.5498046875,14940.759765625,2863700
