Date,Adj Close,Close,High,Low,Open,Volume
2006-02-01,88.3885269165039,128.38999938964844,128.42999267578125,127.72000122070312,127.81999969482422,63561000
2006-02-02,87.36275482177734,126.9000015258789,128.13999938964844,126.80000305175781,128.10000610351562,83626900
2006-02-03,86.92902374267578,126.2699966430664,128.38999938964844,126.13999938964844,126.58000183105469,86040400
2006-02-06,87.15618896484375,126.5999984741211,126.80000305175781,126.16999816894531,126.44000244140625,45511900
2006-02-07,86.3851547241211,125.4800033569336,126.66000366210938,125.4000015258789,126.37999725341797,71208100
2006-02-08,87.16996002197266,126.62000274658203,128.10000610351562,125.5999984741211,125.8499984741211,59422200
2006-02-09,87.02542877197266,126.41000366210938,127.5999984741211,126.37000274658203,126.91999816894531,62023300
2006-02-10,87.1837158203125,126.63999938964844,127.12999725341797,125.44999694824219,126.43000030517578,64508700
2006-02-13,87.02542877197266,126.41000366210938,126.79000091552734,125.94999694824219,126.5999984741211,52308700
2006-02-14,87.94791412353516,127.75,128.02999877929688,126.20999908447266,126.45999908447266,90964400
2006-02-15,88.25772857666016,128.1999969482422,128.32000732421875,127.23999786376953,127.68000030517578,85471300
2006-02-16,88.91861724853516,129.16000366210938,129.2100067138672,128.17999267578125,128.33999633789062,61017900
2006-02-17,88.67765045166016,128.80999755859375,129.16000366210938,128.5800018310547,129.0500030517578,40342600
2006-02-21,88.4573745727539,128.49000549316406,129.39999389648438,128.2899932861328,129.11000061035156,46456300
2006-02-22,88.99433898925781,129.27000427246094,129.64999389648438,128.64999389648438,128.77000427246094,42326700
2006-02-23,88.8635482788086,129.0800018310547,129.63999938964844,128.27999877929688,129.27000427246094,43423200
2006-02-24,89.09070587158203,129.41000366210938,129.47999572753906,128.75999450683594,129.11000061035156,36777400
2006-02-27,89.1251449584961,129.4600067138672,130.0399932861328,129.27999877929688,129.39999389648438,35858600
2006-02-28,88.27837371826172,128.22999572753906,129.91000366210938,128.1300048828125,129.1999969482422,74394800
2006-03-01,89.06319427490234,129.3699951171875,129.49000549316406,128.5,128.60000610351562,48641600
2006-03-02,89.05631256103516,129.36000061035156,129.4199981689453,128.61000061035156,128.89999389648438,60642300
2006-03-03,88.64323425292969,128.75999450683594,130.07000732421875,128.64999389648438,128.6699981689453,73402500
2006-03-06,88.23704528808594,128.1699981689453,129.17999267578125,127.8499984741211,129.13999938964844,57478400
2006-03-07,88.0993423461914,127.97000122070312,128.05999755859375,127.4000015258789,127.86000061035156,61780800
2006-03-08,88.2852554321289,128.24000549316406,128.44000244140625,127.18000030517578,127.69999694824219,66692400
2006-03-09,87.69319152832031,127.37999725341797,128.67999267578125,127.37999725341797,128.27999877929688,56313600
2006-03-10,88.5262222290039,128.58999633789062,128.83999633789062,127.44000244140625,127.70999908447266,60490800
2006-03-13,88.69144439697266,128.8300018310547,129.16000366210938,128.52999877929688,128.83999633789062,45479100
2006-03-14,89.6208267211914,130.17999267578125,130.22999572753906,128.61000061035156,128.7100067138672,69877300
2006-03-15,90.02008056640625,130.75999450683594,130.86000061035156,129.85000610351562,130.14999389648438,53398900
2006-03-16,90.20600128173828,131.02999877929688,131.47000122070312,130.83999633789062,131.00999450683594,65526400
2006-03-17,90.28131866455078,130.6199951171875,130.89999389648438,130.3800048828125,130.67999267578125,47286800
2006-03-20,90.13617706298828,130.41000366210938,130.89999389648438,130.2100067138672,130.63999938964844,45538500
2006-03-21,89.56938171386719,129.58999633789062,130.99000549316406,129.4499969482422,130.3699951171875,87102700
2006-03-22,90.11542510986328,130.3800048828125,130.50999450683594,129.4499969482422,129.50999450683594,51605700
2006-03-23,89.9288558959961,130.11000061035156,130.38999938964844,129.66000366210938,130.25999450683594,46704200
2006-03-24,89.99794006347656,130.2100067138672,130.57000732421875,129.74000549316406,129.99000549316406,43209200
2006-03-27,89.86663818359375,130.02000427246094,130.27999877929688,129.74000549316406,130.02999877929688,32523000
2006-03-28,89.31368255615234,129.22000122070312,130.52999877929688,129.0500030517578,129.92999267578125,82079900
2006-03-29,89.87352752685547,130.02999877929688,130.5,129.2899932861328,129.41000366210938,61505700
2006-03-30,89.71454620361328,129.8000030517578,130.97999572753906,129.5500030517578,130.11000061035156,70571700
2006-03-31,89.73532104492188,129.8300018310547,130.24000549316406,129.3699951171875,130.02000427246094,62925600
2006-04-03,89.66617584228516,129.72999572753906,130.8699951171875,129.49000549316406,130.07000732421875,61624700
2006-04-04,90.23986053466797,130.55999755859375,130.72999572753906,129.36000061035156,129.72999572753906,54809300
2006-04-05,90.55085754394531,131.00999450683594,131.27999877929688,130.3800048828125,130.61000061035156,50607200
2006-04-06,90.45410919189453,130.8699951171875,131.2100067138672,130.19000244140625,130.85000610351562,57906200
2006-04-07,89.53484344482422,129.5399932861328,131.39999389648438,129.35000610351562,131.05999755859375,80180900
2006-04-10,89.6731185913086,129.74000549316406,130.0800018310547,129.25999450683594,129.74000549316406,41496500
2006-04-11,88.91281127929688,128.63999938964844,130.05999755859375,128.25,129.85000610351562,72799400
2006-04-12,89.07867431640625,128.8800048828125,129.1300048828125,128.61000061035156,128.77000427246094,43033700
2006-04-13,88.96121215820312,128.7100067138672,129.25,128.30999755859375,128.58999633789062,51051800
2006-04-17,88.92662048339844,128.66000366210938,129.30999755859375,128.02000427246094,128.8300018310547,64167700
2006-04-18,90.33663177490234,130.6999969482422,130.94000244140625,128.92999267578125,128.92999267578125,92531800
2006-04-19,90.50940704345703,130.9499969482422,131.07000732421875,130.24000549316406,130.75,87269000
2006-04-20,90.63382720947266,131.1300048828125,131.86000061035156,130.60000610351562,131.0,86005500
2006-04-21,90.64765167236328,131.14999389648438,131.7899932861328,130.6199951171875,131.69000244140625,72342600
2006-04-24,90.48177337646484,130.91000366210938,131.07000732421875,130.3800048828125,130.88999938964844,52546400
2006-04-25,90.10855865478516,130.3699951171875,131.1199951171875,129.9199981689453,131.0399932861328,84359800
2006-04-26,90.12926483154297,130.39999389648438,131.13999938964844,130.3000030517578,130.5,67262400
2006-04-27,90.5647201538086,131.02999877929688,131.6300048828125,129.58999633789062,129.89999389648438,124478600
2006-04-28,90.86878967285156,131.47000122070312,131.75,130.7100067138672,130.7899932861328,55854400
2006-05-01,90.12926483154297,130.39999389648438,131.8000030517578,130.32000732421875,131.47000122070312,64990300
2006-05-02,90.80660247802734,131.3800048828125,131.4600067138672,130.74000549316406,131.00999450683594,49063500
2006-05-03,90.46792602539062,130.88999938964844,131.32000732421875,130.4499969482422,131.14999389648438,60821300
2006-05-04,90.79279327392578,131.36000061035156,131.6199951171875,130.97000122070312,131.0800018310547,42921400
2006-05-05,91.59456634521484,132.52000427246094,132.8000030517578,131.85000610351562,132.0500030517578,62588200
2006-05-08,91.48394775390625,132.36000061035156,132.77000427246094,132.36000061035156,132.50999450683594,30016700
2006-05-09,91.66365814208984,132.6199951171875,132.77000427246094,132.30999755859375,132.4199981689453,29864000
2006-05-10,91.61524963378906,132.5500030517578,132.75,131.88999938964844,132.41000366210938,64378200
2006-05-11,90.50940704345703,130.9499969482422,132.5500030517578,130.52000427246094,132.50999450683594,80626900
2006-05-12,89.32749938964844,129.24000549316406,130.72000122070312,129.19000244140625,130.36000061035156,91726500
2006-05-15,89.5072021484375,129.5,129.74000549316406,128.61000061035156,128.7899932861328,84029300
2006-05-16,89.3758773803711,129.30999755859375,130.0,129.00999450683594,129.75999450683594,62137600
2006-05-17,87.67558288574219,126.8499984741211,129.10000610351562,126.7699966430664,128.6699981689453,144789500
2006-05-18,87.23321533203125,126.20999908447266,127.75,126.11000061035156,127.3499984741211,87906300
2006-05-19,87.84834289550781,127.0999984741211,127.48999786376953,125.80000305175781,126.87000274658203,124309400
2006-05-22,87.17794036865234,126.12999725341797,127.16999816894531,125.5,126.27999877929688,110852800
2006-05-23,86.51445770263672,125.16999816894531,127.62999725341797,125.16999816894531,127.18000030517578,92006500
2006-05-24,87.20558166503906,126.16999816894531,126.88999938964844,124.76000213623047,125.68000030517578,168405000
2006-05-25,88.28382873535156,127.7300033569336,127.7300033569336,126.43000030517578,126.91999816894531,78977900
2006-05-26,88.73310852050781,128.3800048828125,128.3800048828125,127.51000213623047,128.00999450683594,62989700
2006-05-30,87.1572036743164,126.0999984741211,128.0,126.05000305175781,127.97000122070312,72419900
2006-05-31,88.13175964355469,127.51000213623047,127.51000213623047,126.19999694824219,126.62000274658203,86926200
2006-06-01,88.97500610351562,128.72999572753906,128.94000244140625,127.2699966430664,127.37999725341797,73721700
2006-06-02,89.1616439819336,129.0,129.42999267578125,128.32000732421875,129.25,91702600
2006-06-05,87.86224365234375,127.12000274658203,128.86000061035156,126.7699966430664,128.85000610351562,86105100
2006-06-06,87.64791107177734,126.80999755859375,127.37999725341797,125.76000213623047,127.20999908447266,130498600
2006-06-07,86.99131774902344,125.86000061035156,127.6500015258789,125.79000091552734,126.91000366210938,108599400
2006-06-08,86.91529846191406,125.75,126.5,123.87000274658203,125.58000183105469,204957200
2006-06-09,86.63885498046875,125.3499984741211,126.95999908447266,125.29000091552734,126.36000061035156,94972200
2006-06-12,85.69884490966797,123.98999786376953,125.93000030517578,123.81999969482422,125.87999725341797,95815900
2006-06-13,84.70354461669922,122.55000305175781,124.83999633789062,122.55000305175781,123.73999786376953,185688800
2006-06-14,85.36015319824219,123.5,123.62999725341797,122.33999633789062,122.83999633789062,163566400
2006-06-15,87.17103576660156,126.12000274658203,126.36000061035156,123.86000061035156,123.94999694824219,134057000
2006-06-16,86.53583526611328,124.6500015258789,125.55999755859375,124.45999908447266,125.29000091552734,94253500
2006-06-19,85.85548400878906,123.66999816894531,125.4800033569336,123.55000305175781,125.4000015258789,95804400
2006-06-20,86.14707946777344,124.08999633789062,124.80999755859375,123.72000122070312,124.01000213623047,65494700
2006-06-21,86.7857437133789,125.01000213623047,125.69999694824219,123.95999908447266,124.0,75008200
2006-06-22,86.4039077758789,124.45999908447266,125.05999755859375,124.04000091552734,124.94999694824219,74566100
2006-06-23,86.39002990722656,124.44000244140625,125.30000305175781,124.02999877929688,124.33000183105469,54107000
2006-06-26,86.7718276977539,124.98999786376953,125.05999755859375,124.25,124.54000091552734,37899600
2006-06-27,86.0220718383789,123.91000366210938,125.29000091552734,123.7699966430664,125.01000213623047,69780200
2006-06-28,86.60523986816406,124.75,124.7699966430664,123.6500015258789,124.19000244140625,62368100
2006-06-29,88.35468292236328,127.2699966430664,127.3499984741211,125.16999816894531,125.19999694824219,110634800
2006-06-30,88.36163330078125,127.27999877929688,127.66000366210938,126.95999908447266,127.54000091552734,54227800
2006-07-03,88.7226333618164,127.80000305175781,128.00999450683594,127.30999755859375,127.43000030517578,23914000
2006-07-05,88.21585845947266,127.06999969482422,127.44999694824219,126.5199966430664,127.29000091552734,69653400
2006-07-06,88.47269439697266,127.44000244140625,127.8499984741211,127.08000183105469,127.19999694824219,50100300
2006-07-07,87.89651489257812,126.61000061035156,127.55999755859375,126.29000091552734,127.19000244140625,81626500
2006-07-10,88.0631103515625,126.8499984741211,127.43000030517578,126.41000366210938,126.94000244140625,60964100
2006-07-11,88.45191955566406,127.41000366210938,127.41000366210938,125.94000244140625,126.61000061035156,73640800
2006-07-12,87.5077133178711,126.05000305175781,127.4000015258789,125.72000122070312,127.1500015258789,82561300
2006-07-13,86.08456420898438,124.0,125.68000030517578,124.0,125.44999694824219,102405700
2006-07-14,85.75132751464844,123.5199966430664,124.26000213623047,122.83000183105469,124.12999725341797,103242500
2006-07-17,85.62639617919922,123.33999633789062,124.0999984741211,123.1500015258789,123.5199966430664,81159000
2006-07-18,86.0637435913086,123.97000122070312,124.05000305175781,122.38999938964844,123.70999908447266,122771000
2006-07-19,87.25786590576172,125.69000244140625,126.26000213623047,123.72000122070312,124.18000030517578,133565300
2006-07-20,86.66079711914062,124.83000183105469,126.30000305175781,124.66000366210938,126.12000274658203,112259800
2006-07-21,86.04984283447266,123.94999694824219,125.19000244140625,123.81999969482422,125.1500015258789,101560000
2006-07-24,87.61882019042969,126.20999908447266,126.31999969482422,124.44000244140625,124.44000244140625,92884000
2006-07-25,87.93120574951172,126.66000366210938,127.30000305175781,125.72000122070312,125.9800033569336,95480700
2006-07-26,88.04924011230469,126.83000183105469,127.44999694824219,126.18000030517578,126.58999633789062,84525800
2006-07-27,87.9659423828125,126.70999908447266,127.69000244140625,126.19999694824219,127.37999725341797,87257100
2006-07-28,88.84762573242188,127.9800033569336,128.13999938964844,126.86000061035156,127.04000091552734,82137000
2006-07-31,88.75735473632812,127.8499984741211,127.95999908447266,127.44999694824219,127.66000366210938,49593100
2006-08-01,88.31998443603516,127.22000122070312,127.37999725341797,126.5999984741211,127.33999633789062,65225600
2006-08-02,88.91700744628906,128.0800018310547,128.4600067138672,127.55000305175781,127.58000183105469,64770900
2006-08-03,89.15302276611328,128.4199981689453,128.5500030517578,127.1500015258789,127.33999633789062,63693800
2006-08-04,89.00032806396484,128.1999969482422,129.42999267578125,127.4800033569336,129.0800018310547,96294200
2006-08-07,88.79204559326172,127.9000015258789,128.0800018310547,127.4000015258789,127.9000015258789,45377300
2006-08-08,88.45191955566406,127.41000366210938,128.4600067138672,126.94999694824219,128.08999633789062,90901300
2006-08-09,88.15337371826172,126.9800033569336,128.60000610351562,126.61000061035156,128.17999267578125,78910600
2006-08-10,88.42411041259766,127.37000274658203,127.5,126.27999877929688,126.58000183105469,69322300
2006-08-11,88.17420196533203,127.01000213623047,127.19999694824219,126.38999938964844,127.16999816894531,47482200
2006-08-14,88.24359893798828,127.11000061035156,128.16000366210938,126.91999816894531,127.62999725341797,57839000
2006-08-15,89.29886627197266,128.6300048828125,128.8699951171875,127.9000015258789,128.25,68143000
2006-08-16,90.04167175292969,129.6999969482422,129.88999938964844,129.0399932861328,129.32000732421875,71737600
2006-08-17,90.27076721191406,130.02999877929688,130.3699951171875,129.49000549316406,129.5800018310547,70992800
2006-08-18,90.72897338867188,130.69000244140625,130.69000244140625,129.58999633789062,130.19000244140625,58288400
2006-08-21,90.3401870727539,130.1300048828125,130.27999877929688,129.8000030517578,130.17999267578125,42133600
2006-08-22,90.3332290649414,130.1199951171875,130.52000427246094,129.67999267578125,129.99000549316406,60839900
2006-08-23,90.08333587646484,129.75999450683594,130.44000244140625,129.19000244140625,130.17999267578125,66592100
2006-08-24,90.00694274902344,129.64999389648438,130.10000610351562,129.39999389648438,129.99000549316406,57983000
2006-08-25,90.11805725097656,129.80999755859375,130.25,129.5500030517578,129.63999938964844,41756000
2006-08-28,90.54846954345703,130.42999267578125,130.82000732421875,129.63999938964844,129.64999389648438,52681500
2006-08-29,90.65260314941406,130.5800018310547,130.8300018310547,129.80999755859375,130.49000549316406,61817800
2006-08-30,90.70813751220703,130.66000366210938,131.0399932861328,130.5500030517578,130.8699951171875,50052200
2006-08-31,90.69429779052734,130.63999938964844,130.99000549316406,130.5800018310547,130.85000610351562,37510300
2006-09-01,91.23577117919922,131.4199981689453,131.5800018310547,130.83999633789062,131.13999938964844,48794500
2006-09-05,91.4093017578125,131.6699981689453,131.85000610351562,131.1999969482422,131.50999450683594,52348300
2006-09-06,90.60401153564453,130.50999450683594,131.16000366210938,130.3300018310547,131.11000061035156,53795600
2006-09-07,90.18743896484375,129.91000366210938,130.57000732421875,129.35000610351562,130.05999755859375,86269400
2006-09-08,90.4443588256836,130.27999877929688,130.4600067138672,129.8300018310547,130.0800018310547,45096300
2006-09-11,90.53458404541016,130.41000366210938,130.69000244140625,129.47999572753906,129.86000061035156,68496600
2006-09-12,91.42321014404297,131.69000244140625,131.83999633789062,130.3699951171875,130.55999755859375,69875600
2006-09-13,91.79116821289062,132.22000122070312,132.4499969482422,131.52000427246094,131.63999938964844,62898400
2006-09-14,91.79808807373047,132.22999572753906,132.24000549316406,131.75,131.9600067138672,57805400
2006-09-15,92.01351928710938,131.9600067138672,132.38999938964844,131.67999267578125,132.30999755859375,76703100
2006-09-18,92.13906860351562,132.13999938964844,132.38999938964844,131.64999389648438,131.7899932861328,64154100
2006-09-19,91.90895080566406,131.80999755859375,132.1300048828125,131.07000732421875,132.1199951171875,92089100
2006-09-20,92.39706420898438,132.50999450683594,132.77000427246094,132.05999755859375,132.25,75204100
2006-09-21,91.95079040527344,131.8699951171875,132.75,131.4199981689453,132.61000061035156,88932500
2006-09-22,91.67188262939453,131.47000122070312,131.67999267578125,131.0,131.6699981689453,65966800
2006-09-25,92.37611389160156,132.47999572753906,132.85000610351562,131.0500030517578,131.72999572753906,92299100
2006-09-26,93.14314270019531,133.5800018310547,133.60000610351562,132.39999389648438,132.5,73962700
2006-09-27,93.25469207763672,133.74000549316406,133.97000122070312,133.27000427246094,133.49000549316406,82432200
2006-09-28,93.2198486328125,133.69000244140625,133.99000549316406,133.27999877929688,133.74000549316406,58597500
2006-09-29,93.14314270019531,133.5800018310547,133.94000244140625,133.47999572753906,133.8000030517578,47966600
2006-10-02,92.79450988769531,133.0800018310547,133.8300018310547,132.9499969482422,133.5399932861328,51687400
2006-10-03,92.98976135253906,133.36000061035156,133.8699951171875,132.64999389648438,132.88999938964844,73108100
2006-10-04,94.07749938964844,134.9199981689453,135.0,133.0800018310547,133.22999572753906,80890500
2006-10-05,94.25879669189453,135.17999267578125,135.41000366210938,134.75,134.9199981689453,60505900
2006-10-06,94.1402587890625,135.00999450683594,135.10000610351562,134.39999389648438,134.9499969482422,64983600
2006-10-09,94.196044921875,135.08999633789062,135.3000030517578,134.63999938964844,134.85000610351562,41176800
2006-10-10,94.32157135009766,135.27000427246094,135.4499969482422,134.83999633789062,135.10000610351562,56403700
2006-10-11,94.20997619628906,135.11000061035156,135.42999267578125,134.3000030517578,134.83999633789062,104071800
2006-10-12,95.02584075927734,136.27999877929688,136.38999938964844,135.39999389648438,135.4499969482422,59158600
2006-10-13,95.26985168457031,136.6300048828125,136.7100067138672,136.0399932861328,136.16000366210938,53944000
2006-10-16,95.41629028320312,136.83999633789062,137.0500030517578,136.4199981689453,136.52000427246094,42273000
2006-10-17,95.11646270751953,136.41000366210938,136.6999969482422,135.6699981689453,136.47000122070312,90500600
2006-10-18,95.24197387695312,136.58999633789062,137.3699951171875,136.10000610351562,137.0399932861328,86848600
2006-10-19,95.39537811279297,136.80999755859375,136.8800048828125,136.22999572753906,136.38999938964844,64063200
2006-10-20,95.41629028320312,136.83999633789062,136.9499969482422,136.3300018310547,136.83999633789062,48094500
2006-10-23,95.85558319091797,137.47000122070312,137.8000030517578,136.38999938964844,136.55999755859375,66219900
2006-10-24,96.14148712158203,137.8800048828125,137.92999267578125,137.22000122070312,137.27999877929688,53234900
2006-10-25,96.46917724609375,138.35000610351562,138.41000366210938,137.50999450683594,137.74000549316406,78105400
2006-10-26,96.76898956298828,138.77999877929688,139.0,137.97999572753906,138.66000366210938,66843700
2006-10-27,96.16238403320312,137.91000366210938,138.75,137.6300048828125,138.61000061035156,80238000
2006-10-30,96.09263610839844,137.80999755859375,138.1999969482422,137.39999389648438,137.66000366210938,49717800
2006-10-31,96.07869720458984,137.7899932861328,138.25999450683594,137.25,138.07000732421875,71274100
2006-11-01,95.43021392822266,136.86000061035156,138.30999755859375,136.72000122070312,138.22000122070312,83005600
2006-11-02,95.37446594238281,136.77999877929688,137.00999450683594,136.36000061035156,136.50999450683594,60693100
2006-11-03,95.20709228515625,136.5399932861328,137.38999938964844,135.6199951171875,137.27000427246094,71346400
2006-11-06,96.2809066772461,138.0800018310547,138.27999877929688,136.9499969482422,136.9600067138672,63303300
2006-11-07,96.65048217773438,138.61000061035156,138.97999572753906,138.0,138.1999969482422,63318900
2006-11-08,96.85968780517578,138.91000366210938,139.0500030517578,136.86000061035156,138.0,87517800
2006-11-09,96.35063934326172,138.17999267578125,139.13999938964844,137.89999389648438,139.00999450683594,95916300
2006-11-10,96.3924789428711,138.24000549316406,138.33999633789062,137.72000122070312,138.13999938964844,48991500
2006-11-13,96.62957763671875,138.5800018310547,139.0399932861328,138.07000732421875,138.17999267578125,59398200
2006-11-14,97.35472869873047,139.6199951171875,139.74000549316406,138.1199951171875,138.97000122070312,96704000
2006-11-15,97.63368225097656,140.02000427246094,140.4499969482422,139.52999877929688,139.57000732421875,76509600
2006-11-16,97.88468170166016,140.3800048828125,140.67999267578125,139.49000549316406,140.44000244140625,76728800
2006-11-17,97.91259002685547,140.4199981689453,140.42999267578125,139.72999572753906,139.92999267578125,56353800
2006-11-20,97.96833038330078,140.5,140.74000549316406,139.94000244140625,140.3000030517578,69174200
2006-11-21,98.06596374511719,140.63999938964844,140.6699981689453,140.2899932861328,140.49000549316406,51367900
2006-11-22,98.26119232177734,140.9199981689453,141.16000366210938,140.5,140.75,45505300
2006-11-24,97.86373901367188,140.35000610351562,140.83999633789062,140.1999969482422,140.24000549316406,30998000
2006-11-27,96.51797485351562,138.4199981689453,140.35000610351562,138.3800048828125,140.27999877929688,84545100
2006-11-28,96.93634033203125,139.02000427246094,139.16000366210938,138.11000061035156,138.24000549316406,106652900
2006-11-29,97.94742584228516,140.47000122070312,140.52999877929688,139.0800018310547,139.47000122070312,90034900
2006-11-30,97.98927307128906,140.52999877929688,141.0500030517578,139.75999450683594,140.44000244140625,83994300
2006-12-01,97.77308654785156,140.22000122070312,140.66000366210938,138.97000122070312,140.52999877929688,126080000
2006-12-04,98.51921081542969,141.2899932861328,141.5500030517578,140.22999572753906,140.25,87813200
2006-12-05,98.94453430175781,141.89999389648438,141.9600067138672,141.25999450683594,141.55999755859375,73374400
2006-12-06,98.86087036132812,141.77999877929688,142.07000732421875,141.5,141.8699951171875,53253200
2006-12-07,98.42858123779297,141.16000366210938,142.3000030517578,141.11000061035156,142.02999877929688,62857400
2006-12-08,98.6098403930664,141.4199981689453,141.89999389648438,140.77999877929688,141.1300048828125,79625500
2006-12-11,98.89574432373047,141.8300018310547,142.08999633789062,141.33999633789062,141.4199981689453,39779400
2006-12-12,98.81904602050781,141.72000122070312,141.8699951171875,140.88999938964844,141.69000244140625,77451600
2006-12-13,98.92359924316406,141.8699951171875,142.33999633789062,141.55999755859375,142.22999572753906,55520200
2006-12-14,99.79520416259766,143.1199951171875,143.24000549316406,141.83999633789062,141.86000061035156,64755200
2006-12-15,99.8042984008789,142.33999633789062,142.88999938964844,142.24000549316406,142.63999938964844,70857400
2006-12-18,99.53089904785156,141.9499969482422,142.8800048828125,141.75,142.5399932861328,48954600
2006-12-19,99.7201919555664,142.22000122070312,142.55999755859375,141.19000244140625,141.5500030517578,65023600
2006-12-20,99.66412353515625,142.13999938964844,142.66000366210938,142.00999450683594,142.27999877929688,41469600
2006-12-21,99.29948425292969,141.6199951171875,142.42999267578125,141.32000732421875,142.27000427246094,48698400
2006-12-22,98.68951416015625,140.75,141.64999389648438,140.6699981689453,141.63999938964844,62069100
2006-12-26,99.2714614868164,141.5800018310547,141.61000061035156,140.77999877929688,140.80999755859375,32696900
2006-12-27,99.92354583740234,142.50999450683594,142.60000610351562,141.8300018310547,141.8699951171875,39727100
2006-12-28,99.71318054199219,142.2100067138672,142.6999969482422,141.99000549316406,142.41000366210938,37288800
2006-12-29,99.29948425292969,141.6199951171875,142.5399932861328,141.42999267578125,142.05999755859375,45461200
2007-01-03,99.12419891357422,141.3699951171875,142.86000061035156,140.57000732421875,142.25,94807600
2007-01-04,99.33454895019531,141.6699981689453,142.0500030517578,140.61000061035156,141.22999572753906,69620600
2007-01-05,98.5422592163086,140.5399932861328,141.39999389648438,140.3800048828125,141.3300018310547,76645300
2007-01-08,98.99799346923828,141.19000244140625,141.41000366210938,140.25,140.82000732421875,71655000
2007-01-09,98.91387176513672,141.07000732421875,141.60000610351562,140.39999389648438,141.30999755859375,75680100
2007-01-10,99.243408203125,141.5399932861328,141.57000732421875,140.3000030517578,140.5800018310547,72428000
