open_time,open,high,low,close,volume
1744826400000,83281.21,84472.31,83276.0,84029.97,2051.7773
1744830000000,84029.98,84484.23,83802.0,84334.01,729.46623
1744833600000,84334.0,84657.69,84242.0,84295.99,466.78462
1744837200000,84296.0,84679.53,84260.86,84545.36,409.6485
1744840800000,84545.36,84586.41,84302.0,84460.43,304.81542
1744844400000,84460.43,84493.8,84024.0,84030.38,502.83079
1744848000000,84030.38,84210.0,83932.66,84210.0,480.1002
1744851600000,84209.99,84496.0,84118.94,84337.99,254.93961
1744855200000,84337.98,84337.99,84027.42,84272.86,254.74825
1744858800000,84272.86,84299.7,83814.48,83994.23,430.64762
1744862400000,83994.23,84188.59,83900.0,84153.05,398.89207
1744866000000,84153.05,84491.03,84099.73,84391.3,328.30713
1744869600000,84391.3,84872.5,84308.25,84773.59,578.51665
1744873200000,84773.59,85053.38,84597.96,84669.98,733.01179
1744876800000,84669.98,84763.29,84401.0,84445.54,317.37946
1744880400000,84445.55,84531.81,84361.0,84477.31,344.92722
1744884000000,84477.3,84505.09,84191.17,84377.27,243.55712
1744887600000,84377.28,84764.44,84283.25,84562.0,427.45329
1744891200000,84562.0,84862.93,84561.99,84775.99,717.89236
1744894800000,84775.99,84776.0,84318.18,84475.14,800.05542
1744898400000,84475.14,84475.14,83736.26,84087.08,1181.1413
1744902000000,84087.09,84698.41,84087.09,84531.71,1022.61961
1744905600000,84531.72,85090.0,84393.59,84934.0,1394.8889
1744909200000,84934.0,85208.0,84786.12,85108.66,878.3987
1744912800000,85108.67,85470.01,84899.71,84899.71,929.23965
1744916400000,84899.71,85119.47,84495.38,84849.06,870.29545
1744920000000,84849.05,85140.0,84849.05,85140.0,383.92432
1744923600000,85140.0,85140.0,84896.24,85062.0,270.75552
1744927200000,85062.0,85093.4,84720.21,84720.21,255.30188
1744930800000,84720.22,85013.27,84720.22,84947.91,231.8542
1744934400000,84947.92,85018.97,84735.35,84817.09,331.38823
1744938000000,84817.09,85132.08,84817.08,84925.58,329.8579
1744941600000,84925.59,84976.5,84800.07,84888.0,301.82105
1744945200000,84888.0,84897.06,84724.6,84828.0,284.67684
1744948800000,84827.99,84838.52,84598.58,84663.71,300.39751
1744952400000,84663.7,84737.64,84514.67,84734.97,431.38662
1744956000000,84734.98,84775.07,84592.01,84721.41,249.89268
1744959600000,84721.41,84730.64,84413.23,84654.68,541.7865
1744963200000,84654.68,84764.0,84610.74,84647.32,284.56217
1744966800000,84647.32,84647.33,84519.66,84548.9,289.30805
1744970400000,84548.89,84660.38,84485.74,84521.25,342.73799
1744974000000,84521.25,84669.12,84472.25,84669.11,250.06555
1744977600000,84669.11,84769.95,84566.16,84645.6,283.92186
1744981200000,84645.6,84645.6,84478.26,84570.61,311.96897
1744984800000,84570.61,84619.34,84368.16,84583.13,313.98928
1744988400000,84583.13,84610.3,84338.0,84374.59,324.83689
1744992000000,84374.6,84547.04,84303.96,84478.12,247.68307
1744995600000,84478.12,84603.78,84391.3,84571.92,168.26965
1744999200000,84571.91,84649.99,84505.06,84616.96,162.33185
1745002800000,84616.96,84640.0,84512.0,84562.83,140.25037
1745006400000,84562.83,84626.92,84466.79,84520.12,148.26203
1745010000000,84520.12,84684.49,84486.92,84621.58,165.72264
1745013600000,84621.58,84641.5,84425.62,84521.48,150.6171
1745017200000,84521.49,84521.49,84342.15,84474.69,174.22835
1745020800000,84474.7,84485.02,84364.45,84436.67,150.92673
1745024400000,84436.66,84596.5,84424.7,84544.06,171.80102
1745028000000,84544.07,84829.05,84491.53,84785.8,367.84088
1745031600000,84785.8,84986.76,84779.0,84883.71,414.87445
1745035200000,84883.72,85300.0,84883.71,85021.9,942.76304
1745038800000,85021.89,85225.05,84990.56,85079.99,439.14401
1745042400000,85080.0,85100.0,84889.96,84921.98,475.42537
1745046000000,84921.99,85250.0,84921.98,85217.39,402.38216
1745049600000,85217.38,85396.0,85115.45,85311.63,302.42907
1745053200000,85311.63,85436.72,85220.14,85328.12,358.6547
1745056800000,85328.12,85343.22,85147.37,85250.0,280.34551
1745060400000,85249.99,85287.54,85118.08,85217.4,436.9476
1745064000000,85217.4,85324.72,85193.51,85295.43,264.18234
1745067600000,85295.44,85498.77,85201.63,85472.54,455.21546
1745071200000,85472.53,85500.0,85357.54,85415.09,345.18822
1745074800000,85415.1,85677.99,85070.0,85191.19,1519.86316
1745078400000,85191.18,85330.06,84694.49,84845.93,880.38359
1745082000000,84845.93,85253.0,84829.65,85239.92,335.55555
1745085600000,85239.92,85320.76,85123.52,85144.64,373.22771
1745089200000,85144.64,85200.0,85044.67,85085.55,199.95038
1745092800000,85085.56,85265.95,85015.63,85195.85,127.37715
1745096400000,85195.85,85367.93,85183.2,85339.53,141.13902
1745100000000,85339.53,85355.2,85217.39,85259.86,155.47632
1745103600000,85259.85,85259.86,85067.07,85077.01,125.48809
1745107200000,85077.0,85226.42,85050.27,85167.99,329.29484
1745110800000,85167.98,85320.76,85139.7,85320.15,248.37812
1745114400000,85320.16,85320.76,85202.92,85226.44,158.61851
1745118000000,85226.44,85266.38,85111.0,85168.81,146.25197
1745121600000,85168.82,85248.0,85104.85,85185.13,119.07773
1745125200000,85185.14,85195.75,85088.54,85088.54,128.65862
1745128800000,85088.55,85160.0,84852.15,84955.42,283.26816
1745132400000,84955.43,84955.43,84678.18,84784.01,636.69171
1745136000000,84784.01,84785.0,84617.01,84647.3,238.80157
1745139600000,84647.3,84647.31,84453.77,84551.14,351.30667
1745143200000,84551.15,84551.15,84000.0,84184.03,844.03623
1745146800000,84184.02,84259.94,83949.52,84129.83,451.2566
1745150400000,84129.82,84488.85,84099.3,84365.56,609.96744
1745154000000,84365.55,84465.66,84151.03,84315.21,297.68348
1745157600000,84315.21,84664.0,84251.58,84626.16,380.00648
1745161200000,84626.16,84630.99,84300.0,84344.66,433.36249
1745164800000,84344.65,84622.76,84272.74,84604.11,328.38904
1745168400000,84604.1,84623.0,84451.68,84581.98,161.24385
1745172000000,84581.98,84636.9,84467.94,84577.78,139.94271
1745175600000,84577.79,84664.09,84521.73,84651.61,139.48309
1745179200000,84651.61,85250.0,84616.73,85127.58,693.63733
1745182800000,85127.58,85244.02,84913.04,85009.27,276.81879
1745186400000,85009.27,85031.19,84669.73,84835.28,272.57238
1745190000000,84835.28,85298.0,84835.28,85179.24,422.92944
1745193600000,85179.24,87010.0,85144.76,86625.68,3732.36432
1745197200000,86625.69,87450.0,86625.68,87293.07,2940.48179
1745200800000,87293.08,87640.0,87116.51,87350.01,1834.30291
1745204400000,87350.0,87612.0,87156.05,87205.56,1026.18836
1745208000000,87205.56,87390.54,87038.0,87351.14,806.69672
1745211600000,87351.13,87738.0,87323.55,87550.0,819.12232
1745215200000,87550.0,87695.66,87370.32,87521.73,603.57534
1745218800000,87521.74,87621.62,87333.33,87434.78,630.34326
1745222400000,87434.79,87699.0,87416.85,87569.28,471.87477
1745226000000,87569.28,87795.26,87300.0,87516.05,1050.03827
1745229600000,87516.05,87577.0,87250.0,87347.83,619.7016
1745233200000,87347.82,87351.04,86644.29,86971.92,1164.29091
1745236800000,86971.92,87538.46,86962.46,87038.71,871.3383
1745240400000,87038.71,87575.21,86779.97,87028.09,1660.3259
1745244000000,87028.08,88465.99,86943.39,88208.37,3876.26378
1745247600000,88208.37,88329.49,87862.93,88044.8,1920.55832
1745251200000,88044.81,88270.88,87052.18,87176.96,1565.63292
1745254800000,87176.97,87319.69,86389.78,86847.39,2005.35325
1745258400000,86847.38,87047.45,86637.47,86786.29,835.76683
1745262000000,86786.29,87488.0,86712.5,87415.1,1154.45036
1745265600000,87415.09,87440.5,87144.69,87367.92,445.85734
1745269200000,87367.92,87385.94,86887.15,87275.0,492.56287
1745272800000,87275.01,87282.75,86928.74,87168.08,469.52485
1745276400000,87168.08,87625.68,87030.65,87516.23,776.75733
1745280000000,87516.22,87731.81,87076.03,87709.85,1336.03829
1745283600000,87709.86,88877.0,87513.87,88400.01,2420.38751
1745287200000,88400.0,88684.43,87896.8,88169.21,1117.66736
1745290800000,88169.21,88282.06,87826.08,88157.55,1074.60544
1745294400000,88157.55,88368.83,88021.73,88056.79,677.78988
1745298000000,88056.79,88413.12,87953.86,88391.27,539.11056
1745301600000,88391.27,88459.03,88000.0,88246.46,556.23716
1745305200000,88246.46,88486.0,88172.18,88476.83,948.01204
1745308800000,88476.82,88688.0,88320.0,88414.33,667.61336
1745312400000,88414.33,88600.0,88312.7,88574.34,616.35026
1745316000000,88574.33,88596.97,88241.33,88513.71,602.16176
1745319600000,88513.71,88701.93,88479.66,88614.1,773.70793
1745323200000,88614.09,89220.35,88482.0,88992.7,1583.02158
1745326800000,88992.71,90499.0,88944.01,90236.16,5026.97136
1745330400000,90236.16,90942.15,90026.76,90797.73,3885.34174
1745334000000,90797.73,91439.46,90383.84,90934.61,4856.8485
1745337600000,90934.61,91041.97,90624.03,90673.1,1828.95989
1745341200000,90673.1,91480.0,90666.66,91396.14,1899.09572
1745344800000,91396.14,91666.0,91140.15,91504.36,1300.89104
1745348400000,91504.36,91695.0,90905.0,91414.79,1351.76469
1745352000000,91414.78,91509.75,91065.83,91111.72,806.20698
1745355600000,91111.72,93888.0,91060.0,93039.99,6118.16636
1745359200000,93039.99,93354.93,92537.93,92786.19,1634.66903
1745362800000,92786.19,93860.85,92786.19,93442.99,2251.12861
1745366400000,93442.99,93909.05,92784.22,92896.99,2091.24557
1745370000000,92896.99,93496.8,92580.18,92640.0,1413.92377
1745373600000,92640.0,93254.68,92604.92,92868.77,1092.0426
1745377200000,92868.76,93223.82,92689.4,93168.91,618.12497
1745380800000,93168.91,93666.0,93017.46,93665.99,901.69092
1745384400000,93665.99,93665.99,93280.79,93478.42,860.57425
1745388000000,93478.43,93863.63,93420.0,93628.13,786.54566
1745391600000,93628.14,94264.0,93490.9,94133.82,1204.3315
1745395200000,94133.82,94521.79,93913.04,94285.72,1366.71825
1745398800000,94285.72,94398.97,93888.52,93888.52,800.21181
1745402400000,93888.53,93900.0,93340.81,93745.19,1429.75497
1745406000000,93745.04,93777.95,93324.45,93466.01,713.03617
1745409600000,93466.01,93857.14,93421.94,93731.4,715.78459
1745413200000,93731.4,94696.05,92872.16,93020.22,3287.20024
1745416800000,93020.35,93665.99,92666.01,92940.06,1791.42787
1745420400000,92940.05,93238.87,91935.41,93195.28,2750.4464
1745424000000,93195.28,93770.19,92913.04,93641.74,1369.64971
1745427600000,93641.73,93959.47,93455.85,93894.37,1044.80234
1745431200000,93894.38,94219.93,93620.89,93620.89,696.68663
1745434800000,93620.89,93620.89,92963.66,93497.88,907.78449
1745438400000,93497.88,93879.42,93476.2,93640.0,463.61912
1745442000000,93640.01,93917.53,93273.06,93485.5,399.0868
1745445600000,93485.51,93790.21,93238.1,93790.19,365.26246
1745449200000,93790.19,93841.3,93525.44,93691.08,334.21699
1745452800000,93691.07,93787.65,93234.31,93357.22,891.30897
1745456400000,93357.22,93618.88,93060.75,93489.18,619.94878
1745460000000,93489.18,93631.0,93050.0,93101.23,473.23812
1745463600000,93101.23,93329.63,92650.0,92673.95,783.62779
1745467200000,92673.95,92839.46,92385.12,92746.66,1107.29168
1745470800000,92746.67,92903.94,92527.62,92576.61,422.05332
1745474400000,92576.6,92666.67,92254.0,92388.69,820.57307
1745478000000,92388.7,92636.53,92101.63,92203.55,1079.93964
1745481600000,92203.54,92357.58,91660.01,92017.75,1831.96132
1745485200000,92017.75,92589.56,91976.76,92476.9,995.55388
1745488800000,92476.89,92657.69,92370.16,92550.89,612.2703
1745492400000,92550.89,92640.0,92270.67,92619.94,500.80279
1745496000000,92619.94,92805.67,92434.78,92777.27,679.77325
1745499600000,92777.27,92966.34,92554.81,92813.83,1240.39922
1745503200000,92813.82,93400.0,92619.04,93101.83,1571.34785
1745506800000,93101.84,93450.0,93011.93,93202.51,955.7157
1745510400000,93202.52,93595.22,93202.51,93346.08,871.05096
1745514000000,93346.07,93428.41,92666.62,93011.28,714.13836
1745517600000,93011.28,93463.67,92999.07,93380.0,426.75122
1745521200000,93380.0,93649.56,93189.49,93556.12,492.11945
1745524800000,93556.12,93666.0,93299.14,93390.66,646.10226
1745528400000,93391.3,93563.37,93024.0,93353.72,332.02854
1745532000000,93353.73,93582.73,93288.0,93427.98,355.09613
1745535600000,93427.98,94005.0,93373.33,93980.47,1073.96811
1745539200000,93980.47,94006.0,93520.0,93896.28,1400.33571
1745542800000,93896.27,94444.0,93602.83,93678.13,1317.12816
1745546400000,93678.14,93897.59,92892.0,92992.33,1069.14984
1745550000000,92992.33,93387.09,92855.96,93311.83,705.52433
1745553600000,93311.83,93498.0,93047.0,93058.58,668.38248
1745557200000,93058.58,93419.45,93013.56,93206.05,582.72597
1745560800000,93206.06,93612.57,93199.99,93538.07,522.40754
1745564400000,93538.08,93860.0,93497.64,93772.26,1690.35511
1745568000000,93772.27,93888.0,93624.63,93680.01,743.12893
1745571600000,93680.01,93873.41,93539.82,93816.42,500.01367
1745575200000,93816.42,93976.42,93581.39,93634.02,617.16074
1745578800000,93634.02,94660.0,93634.02,94635.67,1638.14538
1745582400000,94635.67,94990.0,94270.81,94417.29,2501.32388
1745586000000,94417.29,94688.88,93929.41,94400.01,1246.62972
1745589600000,94400.01,95758.04,94391.3,95368.0,5315.61891
1745593200000,95368.0,95683.31,94804.82,95061.22,1808.96782
1745596800000,95061.21,95381.52,94726.86,95223.81,827.35336
1745600400000,95223.82,95554.99,94370.35,94527.79,1213.55237
1745604000000,94527.79,95228.28,94527.79,94970.15,741.12878
1745607600000,94970.16,95318.26,94879.05,95291.0,754.0757
1745611200000,95291.0,95345.45,94777.0,94869.57,537.75825
1745614800000,94869.57,95034.36,94441.61,94608.69,426.67149
1745618400000,94608.69,94968.94,94587.21,94850.0,250.01053
1745622000000,94850.01,94973.4,94609.25,94638.68,423.11781
1745625600000,94638.68,94935.97,94527.84,94880.69,1397.22066
1745629200000,94880.68,95199.0,94751.12,95013.14,507.35698
1745632800000,95013.15,95157.73,94699.11,95000.0,426.17384
1745636400000,95000.0,95059.67,94710.0,94739.99,211.9504
1745640000000,94739.99,94830.93,94533.92,94536.99,497.93432
1745643600000,94537.0,94706.6,94380.72,94626.47,325.1239
1745647200000,94626.47,94743.88,94583.91,94630.42,283.09837
1745650800000,94630.42,94794.17,94570.31,94570.31,303.9016
1745654400000,94570.31,94733.54,94268.2,94318.04,506.57636
1745658000000,94318.03,94423.77,94120.5,94277.65,536.19777
1745661600000,94277.65,94394.44,94151.07,94209.03,270.11471
1745665200000,94209.03,94250.67,93990.6,94144.06,434.59897
1745668800000,94144.07,94320.0,94113.23,94245.9,347.1869
1745672400000,94245.91,94300.95,93870.69,94149.2,551.38869
1745676000000,94149.19,94271.38,93920.0,94240.01,340.90576
1745679600000,94240.01,94394.0,94184.23,94373.24,399.34843
1745683200000,94373.24,94373.24,94041.0,94286.92,267.47055
1745686800000,94286.92,94378.87,94222.33,94316.79,164.43394
1745690400000,94316.79,94372.0,94123.5,94154.71,229.99296
1745694000000,94154.71,94334.81,94095.23,94307.5,170.35998
1745697600000,94307.51,94380.96,94087.0,94087.0,180.72695
1745701200000,94087.01,94360.0,94087.0,94355.38,263.61098
1745704800000,94355.39,94800.0,94355.39,94781.86,481.03012
1745708400000,94781.86,94888.0,94555.0,94628.0,318.36561
1745712000000,94628.0,95001.58,94576.74,94870.01,728.73565
1745715600000,94870.01,95369.0,94041.6,94117.6,2400.13887
1745719200000,94117.6,94469.5,94050.15,94345.86,367.15753
1745722800000,94345.86,94465.0,94130.71,94156.21,429.84119
1745726400000,94156.22,94288.65,94013.0,94014.17,448.93525
1745730000000,94014.16,94173.92,93655.0,93923.88,744.11442
1745733600000,93923.89,94100.0,93880.0,94015.91,281.36839
1745737200000,94015.91,94142.52,93930.52,94065.98,384.30276
1745740800000,94065.99,94331.85,94020.0,94202.51,533.25085
1745744400000,94202.5,94229.21,94104.89,94159.87,229.44444
1745748000000,94159.87,94180.0,93940.0,94053.6,244.18725
1745751600000,94053.59,94082.13,93883.81,93920.01,336.14289
1745755200000,93920.0,93984.42,93682.93,93734.86,452.76244
1745758800000,93734.86,94086.96,93602.58,94060.09,453.7652
1745762400000,94060.09,94173.91,93928.13,93985.9,295.9622
1745766000000,93985.89,94004.82,93787.93,93901.08,230.15582
1745769600000,93901.09,93927.5,93727.08,93881.82,315.21521
1745773200000,93881.82,94158.01,93793.12,94043.78,383.55903
1745776800000,94043.79,94415.54,93991.8,94287.29,460.98794
1745780400000,94287.28,94434.79,94200.0,94433.5,194.86179
1745784000000,94433.49,94433.5,94260.86,94260.86,153.91584
1745787600000,94260.87,94545.45,94160.49,94328.29,242.97815
1745791200000,94328.3,94335.84,93641.7,93939.57,563.30862
1745794800000,93939.57,93939.57,93660.0,93749.3,287.74927
1745798400000,93749.29,93798.71,93287.98,93419.9,819.66814
1745802000000,93419.9,93598.2,92800.01,92949.99,1271.62188
1745805600000,92950.0,93637.5,92890.06,93621.64,932.01032
1745809200000,93621.64,93987.3,93470.01,93849.93,805.95446
1745812800000,93849.93,94191.7,93849.93,94036.48,1136.67686
1745816400000,94036.47,94333.0,93962.8,94224.28,693.5397
1745820000000,94224.28,94670.46,94224.27,94583.99,667.50641
1745823600000,94584.0,94800.0,94487.09,94692.49,675.73206
1745827200000,94692.49,94821.9,94591.61,94706.39,517.2708
1745830800000,94706.4,94887.99,94662.28,94739.07,636.29638
1745834400000,94739.07,95223.78,94339.48,95060.77,1669.19469
1745838000000,95060.78,95550.0,95002.84,95319.99,1585.05499
1745841600000,95319.99,95630.0,95056.0,95350.69,2035.1513
1745845200000,95350.69,95518.5,93926.81,93965.7,2653.72474
1745848800000,93965.7,94900.0,93850.0,94417.73,1173.25656
1745852400000,94417.73,94523.81,93583.9,93833.51,1012.72231
1745856000000,93833.5,94032.18,93444.0,93734.04,785.42906
1745859600000,93734.04,94110.0,93492.23,94100.39,398.76014
1745863200000,94100.39,94222.0,93787.61,94175.89,362.03308
1745866800000,94175.89,94920.0,94160.61,94787.2,738.28237
1745870400000,94786.73,94808.8,94373.35,94469.67,278.98826
1745874000000,94469.66,94550.0,94305.95,94549.97,195.96012
1745877600000,94549.97,94879.08,94480.0,94809.52,344.51726
1745881200000,94809.52,95180.0,94792.52,95011.18,768.18162
1745884800000,95011.18,95233.48,94829.3,95065.27,403.75166
1745888400000,95065.27,95461.53,94735.78,94857.49,993.29082
1745892000000,94857.49,94956.18,94504.81,94615.68,582.54028
1745895600000,94615.69,94809.53,94443.7,94658.76,375.84575
1745899200000,94658.75,94872.0,94290.07,94353.32,709.69675
1745902800000,94353.32,94417.97,94200.0,94276.49,1647.45956
1745906400000,94276.49,94811.29,94258.41,94780.0,377.80111
1745910000000,94780.01,94960.0,94704.81,94917.61,361.94456
1745913600000,94917.61,95093.55,94812.86,95030.0,502.20502
1745917200000,95030.01,95094.25,94787.15,94989.28,366.65829
1745920800000,94989.28,95042.61,94743.01,94817.32,592.08053
1745924400000,94817.32,95285.71,94810.63,95129.74,909.96441
1745928000000,95129.74,95164.35,94779.33,94813.14,647.8607
1745931600000,94813.14,95033.7,94590.48,94800.01,835.05
1745935200000,94800.0,95300.0,94531.85,95040.8,960.27981
1745938800000,95040.81,95129.2,94728.78,94843.1,429.05785
1745942400000,94843.1,95459.99,94800.01,94954.74,1089.04376
1745946000000,94954.74,95368.0,94658.99,95231.37,871.36794
1745949600000,95231.37,95438.0,95060.0,95391.29,703.13824
1745953200000,95391.29,95448.84,95224.93,95300.79,428.02418
